sample_id,dataset,filepath,error
FSD50K_021628,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\174886.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\174886.wav
FSD50K_021629,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\322855.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\322855.wav
FSD50K_021630,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\368934.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\368934.wav
FSD50K_021631,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\14633.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\14633.wav
FSD50K_021632,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\174888.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\174888.wav
FSD50K_021633,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\174892.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\174892.wav
FSD50K_021634,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\174895.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\174895.wav
FSD50K_021635,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\240691.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\240691.wav
FSD50K_021636,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\174898.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\174898.wav
FSD50K_021637,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\174899.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\174899.wav
FSD50K_021638,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\166704.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\166704.wav
FSD50K_021639,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\166709.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\166709.wav
FSD50K_021640,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\174902.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\174902.wav
FSD50K_021641,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\166710.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\166710.wav
FSD50K_021642,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\174904.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\174904.wav
FSD50K_021643,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\174905.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\174905.wav
FSD50K_021644,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\169021.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\169021.wav
FSD50K_021645,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\174903.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\174903.wav
FSD50K_021646,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\32330.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\32330.wav
FSD50K_021647,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\213581.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\213581.wav
FSD50K_021648,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\397915.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\397915.wav
FSD50K_021649,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\68962.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\68962.wav
FSD50K_021650,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\263786.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\263786.wav
FSD50K_021651,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\390252.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\390252.wav
FSD50K_021652,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\197743.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\197743.wav
FSD50K_021653,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\38017.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\38017.wav
FSD50K_021654,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\75649.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\75649.wav
FSD50K_021655,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\75657.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\75657.wav
FSD50K_021656,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\75658.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\75658.wav
FSD50K_021657,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\75659.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\75659.wav
FSD50K_021658,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\131475.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\131475.wav
FSD50K_021659,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\13564.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\13564.wav
FSD50K_021660,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\59291.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\59291.wav
FSD50K_021661,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\59292.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\59292.wav
FSD50K_021662,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\59293.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\59293.wav
FSD50K_021663,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\275617.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\275617.wav
FSD50K_021664,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\59294.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\59294.wav
FSD50K_021665,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\331685.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\331685.wav
FSD50K_021666,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\75687.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\75687.wav
FSD50K_021667,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\75689.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\75689.wav
FSD50K_021668,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\243963.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\243963.wav
FSD50K_021669,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\345024.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\345024.wav
FSD50K_021670,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\75972.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\75972.wav
FSD50K_021671,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\111305.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\111305.wav
FSD50K_021672,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\379083.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\379083.wav
FSD50K_021673,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\62158.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\62158.wav
FSD50K_021674,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\62159.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\62159.wav
FSD50K_021675,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\379086.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\379086.wav
FSD50K_021676,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\379087.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\379087.wav
FSD50K_021677,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\23246.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\23246.wav
FSD50K_021678,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\344535.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\344535.wav
FSD50K_021679,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\54523.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\54523.wav
FSD50K_021680,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\54524.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\54524.wav
FSD50K_021681,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\54525.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\54525.wav
FSD50K_021682,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\192766.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\192766.wav
FSD50K_021683,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\155658.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\155658.wav
FSD50K_021684,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\219164.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\219164.wav
FSD50K_021685,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\405566.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\405566.wav
FSD50K_021686,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\397385.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\397385.wav
FSD50K_021687,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\219212.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\219212.wav
FSD50K_021688,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\327761.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\327761.wav
FSD50K_021689,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\327762.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\327762.wav
FSD50K_021690,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\335971.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\335971.wav
FSD50K_021691,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\403555.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\403555.wav
FSD50K_021692,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65650.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65650.wav
FSD50K_021693,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65653.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65653.wav
FSD50K_021694,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\428150.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\428150.wav
FSD50K_021695,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65656.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65656.wav
FSD50K_021696,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65657.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65657.wav
FSD50K_021697,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65659.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65659.wav
FSD50K_021698,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\258173.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\258173.wav
FSD50K_021699,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\397439.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\397439.wav
FSD50K_021700,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65661.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65661.wav
FSD50K_021701,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65663.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65663.wav
FSD50K_021702,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65664.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65664.wav
FSD50K_021703,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\368778.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\368778.wav
FSD50K_021704,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\336021.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\336021.wav
FSD50K_021705,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\47282.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\47282.wav
FSD50K_021706,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65714.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65714.wav
FSD50K_021707,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65716.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65716.wav
FSD50K_021708,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65715.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65715.wav
FSD50K_021709,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65720.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65720.wav
FSD50K_021710,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65722.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65722.wav
FSD50K_021711,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65725.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65725.wav
FSD50K_021712,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65727.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65727.wav
FSD50K_021713,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\155841.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\155841.wav
FSD50K_021714,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\155842.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\155842.wav
FSD50K_021715,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65730.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65730.wav
FSD50K_021716,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65728.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65728.wav
FSD50K_021717,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\155846.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\155846.wav
FSD50K_021718,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\155848.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\155848.wav
FSD50K_021719,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\428237.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\428237.wav
FSD50K_021720,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\266447.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\266447.wav
FSD50K_021721,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\428249.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\428249.wav
FSD50K_021722,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65754.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65754.wav
FSD50K_021723,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65756.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65756.wav
FSD50K_021724,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65757.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65757.wav
FSD50K_021725,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65758.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65758.wav
FSD50K_021726,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\188640.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\188640.wav
FSD50K_021727,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\51425.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\51425.wav
FSD50K_021728,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\65762.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\65762.wav
FSD50K_021729,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6375.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6375.wav
FSD50K_021730,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6376.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6376.wav
FSD50K_021731,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\96489.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\96489.wav
FSD50K_021732,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6378.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6378.wav
FSD50K_021733,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6379.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6379.wav
FSD50K_021734,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39148.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39148.wav
FSD50K_021735,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6377.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6377.wav
FSD50K_021736,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39150.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39150.wav
FSD50K_021737,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39151.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39151.wav
FSD50K_021738,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6381.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6381.wav
FSD50K_021739,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6382.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6382.wav
FSD50K_021740,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6383.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6383.wav
FSD50K_021741,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39155.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39155.wav
FSD50K_021742,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\30964.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\30964.wav
FSD50K_021743,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39157.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39157.wav
FSD50K_021744,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6385.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6385.wav
FSD50K_021745,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6386.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6386.wav
FSD50K_021746,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39160.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39160.wav
FSD50K_021747,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6388.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6388.wav
FSD50K_021748,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39162.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39162.wav
FSD50K_021749,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6389.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6389.wav
FSD50K_021750,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\6390.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\6390.wav
FSD50K_021751,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39167.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39167.wav
FSD50K_021752,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39168.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39168.wav
FSD50K_021753,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39169.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39169.wav
FSD50K_021754,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39172.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39172.wav
FSD50K_021755,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\428292.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\428292.wav
FSD50K_021756,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\428293.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\428293.wav
FSD50K_021757,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\428294.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\428294.wav
FSD50K_021758,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39176.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39176.wav
FSD50K_021759,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\428299.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\428299.wav
FSD50K_021760,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39180.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39180.wav
FSD50K_021761,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39181.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39181.wav
FSD50K_021762,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\39182.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\39182.wav
FSD50K_021763,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\428300.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\428300.wav
